Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Brazil,BRA,1982,Arable land (% of land area),AG.LND.ARBL.ZS,5.623260678
Brazil,BRA,1981,Arable land (% of land area),AG.LND.ARBL.ZS,5.455759296
Brazil,BRA,1980,Arable land (% of land area),AG.LND.ARBL.ZS,5.383972989
Brazil,BRA,1979,Arable land (% of land area),AG.LND.ARBL.ZS,5.372008605
Brazil,BRA,1978,Arable land (% of land area),AG.LND.ARBL.ZS,5.264329145
Brazil,BRA,1977,Arable land (% of land area),AG.LND.ARBL.ZS,5.264329145
Brazil,BRA,1976,Arable land (% of land area),AG.LND.ARBL.ZS,5.144685301
Brazil,BRA,1975,Arable land (% of land area),AG.LND.ARBL.ZS,5.025041457
Brazil,BRA,1974,Arable land (% of land area),AG.LND.ARBL.ZS,4.905397612
Brazil,BRA,1973,Arable land (% of land area),AG.LND.ARBL.ZS,4.666109924
Brazil,BRA,1972,Arable land (% of land area),AG.LND.ARBL.ZS,4.54646608
Brazil,BRA,1971,Arable land (% of land area),AG.LND.ARBL.ZS,4.426822236
Brazil,BRA,1970,Arable land (% of land area),AG.LND.ARBL.ZS,4.187534547
Brazil,BRA,1969,Arable land (% of land area),AG.LND.ARBL.ZS,3.948246859
Brazil,BRA,1968,Arable land (% of land area),AG.LND.ARBL.ZS,3.828603015
Brazil,BRA,1967,Arable land (% of land area),AG.LND.ARBL.ZS,3.589315326
Brazil,BRA,1966,Arable land (% of land area),AG.LND.ARBL.ZS,3.469671482
Brazil,BRA,1965,Arable land (% of land area),AG.LND.ARBL.ZS,3.350027638
Brazil,BRA,1964,Arable land (% of land area),AG.LND.ARBL.ZS,3.230383794
Brazil,BRA,1963,Arable land (% of land area),AG.LND.ARBL.ZS,3.110739949
Brazil,BRA,1962,Arable land (% of land area),AG.LND.ARBL.ZS,2.871452261
Brazil,BRA,1961,Arable land (% of land area),AG.LND.ARBL.ZS,2.646282546
Brazil,BRA,2017,Land under cereal production (hectares),AG.LND.CREL.HA,22613700
Brazil,BRA,2016,Land under cereal production (hectares),AG.LND.CREL.HA,20122672
Brazil,BRA,2015,Land under cereal production (hectares),AG.LND.CREL.HA,21204706
Brazil,BRA,2014,Land under cereal production (hectares),AG.LND.CREL.HA,21851934
Brazil,BRA,2013,Land under cereal production (hectares),AG.LND.CREL.HA,20906133
Brazil,BRA,2012,Land under cereal production (hectares),AG.LND.CREL.HA,19611226
Brazil,BRA,2011,Land under cereal production (hectares),AG.LND.CREL.HA,19216441
Brazil,BRA,2010,Land under cereal production (hectares),AG.LND.CREL.HA,18601205
Brazil,BRA,2009,Land under cereal production (hectares),AG.LND.CREL.HA,20077516
Brazil,BRA,2008,Land under cereal production (hectares),AG.LND.CREL.HA,20814408
Brazil,BRA,2007,Land under cereal production (hectares),AG.LND.CREL.HA,19543770
Brazil,BRA,2006,Land under cereal production (hectares),AG.LND.CREL.HA,18423582
Brazil,BRA,2005,Land under cereal production (hectares),AG.LND.CREL.HA,19313005
Brazil,BRA,2004,Land under cereal production (hectares),AG.LND.CREL.HA,20420482
Brazil,BRA,2003,Land under cereal production (hectares),AG.LND.CREL.HA,19925261
Brazil,BRA,2002,Land under cereal production (hectares),AG.LND.CREL.HA,17883426
Brazil,BRA,2001,Land under cereal production (hectares),AG.LND.CREL.HA,18148670
Brazil,BRA,2000,Land under cereal production (hectares),AG.LND.CREL.HA,17601718
Brazil,BRA,1999,Land under cereal production (hectares),AG.LND.CREL.HA,17435114
Brazil,BRA,1998,Land under cereal production (hectares),AG.LND.CREL.HA,15788868
Brazil,BRA,1997,Land under cereal production (hectares),AG.LND.CREL.HA,17794686
Brazil,BRA,1996,Land under cereal production (hectares),AG.LND.CREL.HA,17519708
Brazil,BRA,1995,Land under cereal production (hectares),AG.LND.CREL.HA,19752837
Brazil,BRA,1994,Land under cereal production (hectares),AG.LND.CREL.HA,20063935
Brazil,BRA,1993,Land under cereal production (hectares),AG.LND.CREL.HA,18293707
Brazil,BRA,1992,Land under cereal production (hectares),AG.LND.CREL.HA,20564117
Brazil,BRA,1991,Land under cereal production (hectares),AG.LND.CREL.HA,19821126
Brazil,BRA,1990,Land under cereal production (hectares),AG.LND.CREL.HA,18512400
Brazil,BRA,1989,Land under cereal production (hectares),AG.LND.CREL.HA,21970521
Brazil,BRA,1988,Land under cereal production (hectares),AG.LND.CREL.HA,23082577
Brazil,BRA,1987,Land under cereal production (hectares),AG.LND.CREL.HA,23456712
Brazil,BRA,1986,Land under cereal production (hectares),AG.LND.CREL.HA,22404844
Brazil,BRA,1985,Land under cereal production (hectares),AG.LND.CREL.HA,19702168
Brazil,BRA,1984,Land under cereal production (hectares),AG.LND.CREL.HA,19502145
Brazil,BRA,1983,Land under cereal production (hectares),AG.LND.CREL.HA,18083861
Brazil,BRA,1982,Land under cereal production (hectares),AG.LND.CREL.HA,21903982
Brazil,BRA,1981,Land under cereal production (hectares),AG.LND.CREL.HA,19893608
Brazil,BRA,1980,Land under cereal production (hectares),AG.LND.CREL.HA,21080553
Brazil,BRA,1979,Land under cereal production (hectares),AG.LND.CREL.HA,20861400
Brazil,BRA,1978,Land under cereal production (hectares),AG.LND.CREL.HA,19860058
Brazil,BRA,1977,Land under cereal production (hectares),AG.LND.CREL.HA,21283876
Brazil,BRA,1976,Land under cereal production (hectares),AG.LND.CREL.HA,21558886
Brazil,BRA,1975,Land under cereal production (hectares),AG.LND.CREL.HA,19309530
Brazil,BRA,1974,Land under cereal production (hectares),AG.LND.CREL.HA,18023969
Brazil,BRA,1973,Land under cereal production (hectares),AG.LND.CREL.HA,16803961
Brazil,BRA,1972,Land under cereal production (hectares),AG.LND.CREL.HA,17468377
Brazil,BRA,1971,Land under cereal production (hectares),AG.LND.CREL.HA,17674109
Brazil,BRA,1970,Land under cereal production (hectares),AG.LND.CREL.HA,16821700
Brazil,BRA,1969,Land under cereal production (hectares),AG.LND.CREL.HA,15774034
Brazil,BRA,1968,Land under cereal production (hectares),AG.LND.CREL.HA,15119971
Brazil,BRA,1967,Land under cereal production (hectares),AG.LND.CREL.HA,14493244
Brazil,BRA,1966,Land under cereal production (hectares),AG.LND.CREL.HA,13523268
Brazil,BRA,1965,Land under cereal production (hectares),AG.LND.CREL.HA,14247927
Brazil,BRA,1964,Land under cereal production (hectares),AG.LND.CREL.HA,13107902
Brazil,BRA,1963,Land under cereal production (hectares),AG.LND.CREL.HA,12565288
Brazil,BRA,1962,Land under cereal production (hectares),AG.LND.CREL.HA,11522315
Brazil,BRA,1961,Land under cereal production (hectares),AG.LND.CREL.HA,11168641
Brazil,BRA,2016,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.786060056
Brazil,BRA,2015,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.786060056
Brazil,BRA,2014,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.786299344
Brazil,BRA,2013,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.813578141
Brazil,BRA,2012,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.837506909
Brazil,BRA,2011,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.849471294
Brazil,BRA,2010,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.849471294
Brazil,BRA,2009,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.849471294
Brazil,BRA,2008,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.86741787
Brazil,BRA,2007,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.86741787
Brazil,BRA,2006,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.866939295
Brazil,BRA,2005,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.870480765
Brazil,BRA,2004,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.873998282
Brazil,BRA,2003,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.877587597
Brazil,BRA,2002,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.881057269
Brazil,BRA,2001,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.884646584
Brazil,BRA,2000,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.888188054
Brazil,BRA,1999,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.891729523
Brazil,BRA,1998,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.895270934
Brazil,BRA,1997,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.898764558
Brazil,BRA,1996,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.902353873
Brazil,BRA,1995,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.890269845
Brazil,BRA,1994,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.891944859
Brazil,BRA,1993,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.925564779
Brazil,BRA,1992,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.861076747
Brazil,BRA,1991,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.836190827
Brazil,BRA,1990,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.80484414
Brazil,BRA,1989,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.793477975
Brazil,BRA,1988,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.752200849
Brazil,BRA,1987,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.704821886
Brazil,BRA,1986,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.724443477
Brazil,BRA,1985,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.710804078
Brazil,BRA,1984,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.756627671
Brazil,BRA,1983,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.792161892
Brazil,BRA,1982,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.853778472
Brazil,BRA,1981,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.900200284
Brazil,BRA,1980,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.940879191
Brazil,BRA,1979,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.898884202
Brazil,BRA,1978,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.866101788
Brazil,BRA,1977,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.831524717
Brazil,BRA,1976,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.802451263
Brazil,BRA,1975,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.767634904
Brazil,BRA,1974,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.746936519
Brazil,BRA,1973,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.749090109
Brazil,BRA,1972,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.758183041
Brazil,BRA,1971,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.757584822
Brazil,BRA,1970,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.748850821
Brazil,BRA,1969,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.751124054
Brazil,BRA,1968,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.744543642
Brazil,BRA,1967,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.740475752
Brazil,BRA,1966,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.741073971
Brazil,BRA,1965,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.72922923
Brazil,BRA,1964,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.746697232
Brazil,BRA,1963,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.743107916
Brazil,BRA,1962,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.743347204
Brazil,BRA,1961,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.751124054
Brazil,BRA,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,2016,Forest area (sq. km),AG.LND.FRST.K2,4925540
Brazil,BRA,2015,Forest area (sq. km),AG.LND.FRST.K2,4935380
Brazil,BRA,2014,Forest area (sq. km),AG.LND.FRST.K2,4945220
Brazil,BRA,2013,Forest area (sq. km),AG.LND.FRST.K2,4955060
Brazil,BRA,2012,Forest area (sq. km),AG.LND.FRST.K2,4964900
Brazil,BRA,2011,Forest area (sq. km),AG.LND.FRST.K2,4974740
Brazil,BRA,2010,Forest area (sq. km),AG.LND.FRST.K2,4984580
Brazil,BRA,2009,Forest area (sq. km),AG.LND.FRST.K2,5001131.875
Brazil,BRA,2008,Forest area (sq. km),AG.LND.FRST.K2,5017684.063
Brazil,BRA,2007,Forest area (sq. km),AG.LND.FRST.K2,5034235.938
Brazil,BRA,2006,Forest area (sq. km),AG.LND.FRST.K2,5050788.125
Brazil,BRA,2005,Forest area (sq. km),AG.LND.FRST.K2,5067340
Brazil,BRA,2004,Forest area (sq. km),AG.LND.FRST.K2,5096420
Brazil,BRA,2003,Forest area (sq. km),AG.LND.FRST.K2,5125500
Brazil,BRA,2002,Forest area (sq. km),AG.LND.FRST.K2,5154580
Brazil,BRA,2001,Forest area (sq. km),AG.LND.FRST.K2,5183660
Brazil,BRA,2000,Forest area (sq. km),AG.LND.FRST.K2,5212740
Brazil,BRA,1999,Forest area (sq. km),AG.LND.FRST.K2,5238170.938
Brazil,BRA,1998,Forest area (sq. km),AG.LND.FRST.K2,5263601.875
Brazil,BRA,1997,Forest area (sq. km),AG.LND.FRST.K2,5289033.125
Brazil,BRA,1996,Forest area (sq. km),AG.LND.FRST.K2,5314463.75
Brazil,BRA,1995,Forest area (sq. km),AG.LND.FRST.K2,5339895
Brazil,BRA,1994,Forest area (sq. km),AG.LND.FRST.K2,5365326.25
Brazil,BRA,1993,Forest area (sq. km),AG.LND.FRST.K2,5390756.875
Brazil,BRA,1992,Forest area (sq. km),AG.LND.FRST.K2,5416188.125
Brazil,BRA,1991,Forest area (sq. km),AG.LND.FRST.K2,5441618.75
Brazil,BRA,1990,Forest area (sq. km),AG.LND.FRST.K2,5467050
Brazil,BRA,2016,Forest area (% of land area),AG.LND.FRST.ZS,58.93105404
Brazil,BRA,2015,Forest area (% of land area),AG.LND.FRST.ZS,59.04878358
Brazil,BRA,2014,Forest area (% of land area),AG.LND.FRST.ZS,59.16651312
Brazil,BRA,2013,Forest area (% of land area),AG.LND.FRST.ZS,59.28424267
Brazil,BRA,2012,Forest area (% of land area),AG.LND.FRST.ZS,59.40197221
Brazil,BRA,2011,Forest area (% of land area),AG.LND.FRST.ZS,59.51970175
Brazil,BRA,2010,Forest area (% of land area),AG.LND.FRST.ZS,59.63743129
Brazil,BRA,2009,Forest area (% of land area),AG.LND.FRST.ZS,59.83546429
Brazil,BRA,2008,Forest area (% of land area),AG.LND.FRST.ZS,60.03350102
Brazil,BRA,2007,Forest area (% of land area),AG.LND.FRST.ZS,60.23153402
Brazil,BRA,2006,Forest area (% of land area),AG.LND.FRST.ZS,60.42957075
Brazil,BRA,2005,Forest area (% of land area),AG.LND.FRST.ZS,60.62760375
Brazil,BRA,2004,Forest area (% of land area),AG.LND.FRST.ZS,60.97552805
Brazil,BRA,2003,Forest area (% of land area),AG.LND.FRST.ZS,61.32345235
Brazil,BRA,2002,Forest area (% of land area),AG.LND.FRST.ZS,61.67137665
Brazil,BRA,2001,Forest area (% of land area),AG.LND.FRST.ZS,62.01930094
Brazil,BRA,2000,Forest area (% of land area),AG.LND.FRST.ZS,62.36722524
Brazil,BRA,1999,Forest area (% of land area),AG.LND.FRST.ZS,62.67149076
Brazil,BRA,1998,Forest area (% of land area),AG.LND.FRST.ZS,62.97575627
Brazil,BRA,1997,Forest area (% of land area),AG.LND.FRST.ZS,63.28002552
Brazil,BRA,1996,Forest area (% of land area),AG.LND.FRST.ZS,63.58428729
Brazil,BRA,1995,Forest area (% of land area),AG.LND.FRST.ZS,63.88855654
Brazil,BRA,1994,Forest area (% of land area),AG.LND.FRST.ZS,64.1928258
Brazil,BRA,1993,Forest area (% of land area),AG.LND.FRST.ZS,64.49708757
Brazil,BRA,1992,Forest area (% of land area),AG.LND.FRST.ZS,64.80135682
Brazil,BRA,1991,Forest area (% of land area),AG.LND.FRST.ZS,65.10561859
Brazil,BRA,1990,Forest area (% of land area),AG.LND.FRST.ZS,65.40988785
Brazil,BRA,2007,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,1.639682224
Brazil,BRA,2006,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,1.632793712
Brazil,BRA,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2018,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2017,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2016,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2015,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2014,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2013,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2012,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2011,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2010,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2009,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2008,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2007,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2006,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2005,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2004,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2003,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2002,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2001,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2000,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1999,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1998,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1997,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1996,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1995,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1994,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1993,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1992,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1991,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1990,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1989,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1988,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1987,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1986,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1985,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1984,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1983,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1982,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1981,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1980,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1979,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1978,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1977,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1976,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1975,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1974,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1973,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1972,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1971,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1970,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1969,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1968,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1967,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1966,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1965,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1964,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1963,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1962,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1961,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2010,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,2000,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,2006,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,113.3269579
Brazil,BRA,2005,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,114.1781743
Brazil,BRA,2004,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,115.794781
Brazil,BRA,2003,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,122.6537117
Brazil,BRA,2002,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,129.1507869
Brazil,BRA,2001,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,134.7358264
Brazil,BRA,2000,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.0262567
Brazil,BRA,1999,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.3687043
Brazil,BRA,1998,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.7115125
Brazil,BRA,1997,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.8130754
Brazil,BRA,1996,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.9163124
Brazil,BRA,1995,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,136.2834358
Brazil,BRA,1994,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,147.6450848
Brazil,BRA,1993,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,146.6133476
Brazil,BRA,1992,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,145.5062448
Brazil,BRA,1991,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,142.5577907
Brazil,BRA,1990,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,143.797281
Brazil,BRA,1989,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,143.5440882
Brazil,BRA,1988,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,141.3232932
Brazil,BRA,1987,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,139.6559596
Brazil,BRA,1986,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.5312245
Brazil,BRA,1985,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,140.8687104
Brazil,BRA,1984,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,136.0934183
Brazil,BRA,1983,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,131.2765957
Brazil,BRA,1982,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,126.1702128
Brazil,BRA,1981,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,124.7807018
Brazil,BRA,1980,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,121.1566667
Brazil,BRA,1979,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,108.0178174
Brazil,BRA,1978,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,97.27272727
Brazil,BRA,1977,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,84.09090909
Brazil,BRA,1976,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,81.39534884
Brazil,BRA,1975,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,76.93166667
Brazil,BRA,1974,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,57.56097561
Brazil,BRA,1973,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,56.02564103
Brazil,BRA,1972,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,52.89473684
Brazil,BRA,1971,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,49.59459459
Brazil,BRA,1970,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,47.39142857
Brazil,BRA,1969,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,47.09090909
Brazil,BRA,1968,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,45.3125
Brazil,BRA,1967,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,44.83333333
Brazil,BRA,1966,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,42.75862069
Brazil,BRA,1965,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,40.71428571
Brazil,BRA,1964,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,38.14814815
